database;annotation;image;segmented;label;pose;truncated;occluded;xmin;ymin;xmax;ymax
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;331;763;380;856
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;77;996;153;1045
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;826;1116;866;1165
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;808;1175;866;1224
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1563;1062;1625;1099
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;811;854;891;951
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;754;534;802;638
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1055;303;1159;352
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;592;123;702;181
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1280;376;1350;486
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1210;863;1265;955
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;537;1043;589;1143
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;416;187;467;306
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;253;501;339;616
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;469;759;593;831
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1365;201;1413;290
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1295;92;1324;187
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;306;953;420;1031
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;489;367;577;422
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1115;967;1173;1014
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;337;593;389;645
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;585;610;672;695
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;616;492;696;567
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;552;368;616;414
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1307;792;1373;843
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;667;1128;705;1175
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;927;278;963;360
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;385;719;442;802
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;742;748;785;825
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;808;210;841;259
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;870;0;923;30
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;954;418;1033;521
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;614;507;698;591
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;575;777;653;866
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;723;804;824;874
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;81;348;127;412
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1235;1138;1313;1213
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;932;1155;1066;1223
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;717;878;756;923
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;859;1128;926;1186
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;758;856;806;924
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;754;3;797;86
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;826;521;915;562
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1159;224;1231;292
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;434;1134;480;1202
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;839;967;866;1060
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;903;767;950;862
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;52;814;122;847
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;886;631;1000;670
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;422;166;473;236
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;572;253;610;302
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;5;511;71;569
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;581;166;628;245
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1373;179;1470;273
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1107;406;1223;457
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;684;552;764;591
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;269;536;331;614
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;746;672;857;711
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1093;651;1146;796
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1177;565;1227;653
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;399;961;447;1058
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;395;1064;444;1134
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;934;451;1029;498
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;711;424;793;472
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1060;1105;1101;1194
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1006;679;1033;781
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;548;259;595;333
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;643;212;680;282
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;562;674;597;783
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;876;897;915;975
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;979;257;1086;309
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1396;986;1435;1048
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;399;38;459;179
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;397;496;502;571
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1097;125;1188;170
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1121;185;1177;335
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1291;119;1353;166
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;209;234;352;280
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;608;86;647;170
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;453;98;523;162
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;653;224;808;259
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1006;222;1051;302
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1037;226;1082;317
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;705;447;740;511
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;67;472;133;521
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;0;664;135;701
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;131;868;226;913
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;25;1060;129;1093
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;965;866;1010;936
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1421;878;1489;932
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;973;445;1018;534
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1033;426;1099;492
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1111;362;1177;453
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;750;371;810;437
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;438;102;522;175
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;851;404;913;466
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;841;276;895;336
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;841;326;886;390
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;752;512;804;555
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;768;650;795;696
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;473;534;525;581
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1084;1180;1152;1223
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;364;288;461;321
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;653;214;742;259
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;775;257;882;296
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1150;901;1221;977
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;921;1120;1010;1182
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1247;1060;1313;1097
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;71;845;147;899
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1553;942;1629;990
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;872;738;918;903
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;793;595;836;702
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;623;221;702;300
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;665;175;726;251
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;449;922;511;986
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;486;946;581;994
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;267;269;335;354
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;230;906;279;979
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;671;906;738;970
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;967;47;1049;96
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;314;672;391;707
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1136;9;1192;51
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;498;781;575;825
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;79;752;145;808
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;674;263;775;352
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;982;108;1046;233
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;851;662;924;769
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1475;830;1521;903
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1012;781;1058;878
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1543;323;1590;430
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;890;727;932;799
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;475;979;545;1014
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1006;665;1072;694
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1014;607;1066;677
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1120;640;1149;725
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1238;869;1331;931
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;675;960;758;1006
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;777;84;824;152
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;870;497;905;584
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;769;1056;868;1130
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;835;895;886;1017
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1175;674;1239;792
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;991;1169;1029;1224
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;942;1010;1033;1087
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1012;263;1088;307
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1429;820;1495;862
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1000;352;1039;441
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;665;560;754;653
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;250;856;360;928
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;638;513;682;610
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;886;273;919;335
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;868;224;911;342
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1280;232;1334;333
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1041;414;1074;484
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1086;371;1121;420
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1068;426;1119;476
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;556;38;638;94
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1366;379;1408;470
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;2;56;114;93
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;193;696;309;738
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;693;29;772;72
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1286;677;1366;741
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1350;738;1423;814
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;583;866;638;955
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;772;547;808;610
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;355;510;483;550
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;397;666;471;728
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;515;608;601;699
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;837;207;911;259
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;30;148;151;214
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;184;158;234;197
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;735;735;799;787
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1198;196;1247;276
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1092;2;1146;84
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;370;863;437;912
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1070;166;1134;242
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;446;212;528;254
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;199;696;285;741
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;145;1070;233;1113
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;836;571;878;644
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;389;631;494;686
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;907;1159;975;1219
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;562;276;626;387
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;727;299;855;332
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1006;464;1043;551
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;996;552;1060;604
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;723;912;778;1003
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1481;1092;1533;1216
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;519;516;586;595
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;662;394;708;507
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;519;105;562;193
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;604;81;687;169
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1046;148;1095;212
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;127;1124;174;1188
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;168;1107;217;1182
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;197;990;230;1054
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;217;1002;275;1099
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;537;232;595;313
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;279;367;364;416
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;787;614;872;674
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;930;336;994;410
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1384;59;1448;126
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;310;319;374;375
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;452;111;504;184
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;930;288;1031;358
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1055;245;1128;297
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1272;53;1313;127
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;837;965;901;1000
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1002;1002;1072;1037
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;1;581;58;616
Makerere Automated Lab Diagnostics Database;Makerere University;Mulago National Referral Hospital;0;TBbacillus;Unspecified;0;0;296;783;426;818
